,index,Unnamed: 0,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count
156,496,496,1464387565256003587,West Vancouver Canada,EU moves to place #COVID19  booster jabs at heart of travel rules~&gt;https://t.co/A7Lwljke9c https://t.co/uxl684cWHk,2021-11-27 00:16:17+00:00,Peepsqueak,en,0,0,1,1
157,1117,1117,1465078009703055366,"Caraquet, Nouveau-Brunswick","""Living with COVID"", yes we are 😕

#NBpoli
#NBhealth https://t.co/DSip9dSv63",2021-11-28 21:59:52+00:00,LArtdelInfusion,en,0,0,6,0
158,982,982,1464945093811576837,"Toronto, Ontario","Surplus vaccines for the world? 
A December target of 40% vaccination was set for the 92 poorest countries. EU has delivered 19% of promised. The UK: 11%. Canada: 5%.
https://t.co/YojiFMDyoI",2021-11-28 13:11:42+00:00,DrNancyOlivieri,en,1,0,2,0
159,616,616,1464496078015766532,"Vancouver, Canada","Omicron 
@DrIanWeissman 
#COVID19 #RSNA21 https://t.co/asveoEtbM6",2021-11-27 07:27:28+00:00,DrHugue,en,2,0,2,0
160,1143,1143,1465096057814138883,Central Ontario Canada,COVID-19: Upper northeast Calgary has highest vaccination rate in Alberta https://t.co/YrhgbvK2kw,2021-11-28 23:11:35+00:00,Oneclickhealth1,en,0,0,0,0
161,659,659,1464596769547988994,"Charlottetown, PEI","As ford has said he loves the republicans in the states, but he seems to have special place for susan collins. the new variant is concerning, says he. will ontario put mask and vax mandates in place to save xmas https://t.co/GfVpusDgYe",2021-11-27 14:07:35+00:00,MoralityPLS,en,1,0,0,1
162,209,209,1464220324401192976,"PE, Canada",They plan to call the new Covid variant the Nu Variant.  So when the next one arrives we'll be all confused about the new variant and the old nu variant. They're not thinking ahead. I don't feel like I'm in good hands here.,2021-11-26 13:11:43+00:00,5hirleyGallant,en,0,1,0,0
163,235,235,1464248530189656064,"Gatineau, Québec",$COST the perfect covid stock https://t.co/Fu8pWM2byM,2021-11-26 15:03:48+00:00,fpbegin,en,0,0,0,0
164,240,240,1464250522060263431,"Saskatoon, SK, Treaty 6",My parents will be 6 months past their second covid shot in 10 days but @SKGov has not lowered the age requirement so they're currently ineligible for the booster. Hoping this changes soon for them and everyone else past 6 months... #covid19sk,2021-11-26 15:11:43+00:00,Carly_Birdy,en,18,19,149,2
165,178,178,1464192175110078485,"Toronto, Canada",“Stock markets across the world have fallen sharply after the discovery of a new Covid variant raised fears over the economic recovery.” https://t.co/aR6NWn9lTI,2021-11-26 11:19:52+00:00,dave1agar,en,0,0,1,0
166,70,70,1464057167007391744,Ontario,"Dear Media,

WE ARE BORED OF THE COVID GAME NOW..K? BYE 🖕",2021-11-26 02:23:24+00:00,RosesareRed699,en,1,0,5,0
167,485,485,1464383406654070784,"Halifax, NS Canada","'Alberta public health officials reported 356 new COVID-19 cases and three new deaths Friday...'

https://t.co/BEZsmAKtPh",2021-11-26 23:59:45+00:00,Tony_MacIntyre,en,0,0,0,0
168,667,667,1464602889737883654,"London, Canada",The fourth wave – A surge of deadly covid cases in Europe is met by popular fury over lockdowns https://t.co/XtcMWIJr8E,2021-11-27 14:31:54+00:00,LatinoLdnOnt,en,0,0,0,0
169,40,40,1464041151854481411,"Toronto, Ontario","Stocks slip, havens rally as new COVID-19 variant spooks investors https://t.co/SJUum6B8tM",2021-11-26 01:19:45+00:00,ValenzuelaPost,en,0,0,0,0
170,649,649,1464582732609110030,"Greater Sudbury / Grand Sudbury, Ontario",Feds are sending doctors and nurses to Michigan as coronavirus infections rise - CNN https://t.co/04jGmvqa0w,2021-11-27 13:11:48+00:00,JosefJule,en,0,0,0,0
171,204,204,1464218321436479489,Canada,"$PFE $MRNA Some understanding: Vaccine immunity vs natural immunity. Its simple, Vaccine Immunity triggers your immune system to respond to CV19 etc vs Natural Immunity depends on your Immune system to effectively respond. Same with Hybrid Immunity. @andrewrsorkin @BeckyQuick",2021-11-26 13:03:46+00:00,CardyTruster,en,0,0,0,0
172,229,229,1464238441282125830,"Toronto, Canada","While we in the West have expiring vaccine doses and focus on boosters, a new COVID variant has arrived. Hoarding vaccines will not protect us, global vaccine equity will.",2021-11-26 14:23:43+00:00,MrAhmednurAli,en,320,23,1299,7
173,343,343,1464302894811865094,"Owen Sound,Ontario",5 (“ I’m ALMOST 6”) and 9 got their Vax. Thanks #vaccination #owensound #GreyBruce,2021-11-26 18:39:50+00:00,GDeakin1,en,0,1,13,0
174,714,714,1464633013774528523,"Toronto, Ontario #Earther ","Ontario reports 854 new COVID-19 cases on Saturday, 2 deaths | CBC ... (CBC)

Ontario reported another 854cases of COVID-19 on Saturday, as Premier Doug Ford asks public ...

Add your highlights:
https://t.co/sTrDjSSNjj
 #Canada #news",2021-11-27 16:31:36+00:00,Farukb44,en,0,1,3,0
175,631,631,1464516226441351168,"Hellcity, BC 🇨🇦",why did they name the new covid variant after that transformers villain…,2021-11-27 08:47:32+00:00,jbeanin,en,0,1,0,0
176,267,267,1464264619883732997,Canada,"[PE] PEI 5-11 starts vaccinations TODAY!

You can book an appointment RIGHT NOW! https://t.co/Pgd8a9pcDj

https://t.co/o9S0ZT9QBw
#VHCjr
#COVID19PE #vhcPE",2021-11-26 16:07:44+00:00,VaxHuntersCan,en,5,1,17,0
177,394,394,1464329046356107274,london ontario,Former RCMP Speaks out against vaccine mandates // CORPORAL DANIEL BULFORD https://t.co/IiHgJa829T,2021-11-26 20:23:45+00:00,scottha60136553,en,0,0,0,0
